status;post_user_112463368812803;112463368812803_1199111040148025;https://www.facebook.com/112463368812803/posts/1199111040148025;I ve got a courier coming in morning  Saturday  from 7am. I ve no paperwork or returns label  do I need one or will the courier know it s going back to you as Tesco written on box? and what info do I need to include in box for you to issue refund? Had emailed you about this but no response.;;;;;2016-09-30T23:01:52+0000;1475276512;2016-10-01 01:01:52;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199088046816991;https://www.facebook.com/112463368812803/posts/1199088046816991;Tried to order a replacement Tesco card. Some weeks later  2 separate envelopes of cards arrived  both with the wrong initial and with some details of the address incorrect. I speak clearly  slowly an without a strong accent. I rung the card people a couple of weeks ago and asked for a correctly made out replacement. It has yet to arrive. Hardly efficient.;;;;;2016-09-30T22:12:18+0000;1475273538;2016-10-01 00:12:18;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199084413484021;https://www.facebook.com/112463368812803/posts/1199084413484021;My car wouldn t start tonight on the Tesco seacroft petrol forecourt. Although we got it sorted I just wanted to say how lovely the Tesco staff were. They offered me a cup of tea and a seat to wait for the AA to arrive. And once my car started one of the ladies offered to drive behind me to make sure I was safe! They all were lovely and very kind to me when I was in a panic. Thank you all very much x;;;;;2016-09-30T22:03:59+0000;1475273039;2016-10-01 00:03:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199073283485134;https://www.facebook.com/112463368812803/posts/1199073283485134;Well tesco you have truly disappointed me this week. Have been a loyal customer for years and spend hundreds of pounds a month on online food shopping. Ordered my shopping on wed night to be delivered with the new saver delivery slot (6pm-10pm). Was due to arrive thursday night. 10pm and no shopping arrived....11pm and no shopping arrived. Husband Finally went to bed at 11.30pm as had work the next day. I called the helpline at 7am and was given no reason or explanation as to why my £255 food shop had not arrived. I was told it could no be guarenteed to be delivered today! I tried to cancel the order to be told would take 3-5 days to go back into my account. Not acceptable so i agreed to wait for a redelivery. Got £20 voucher when i asked for complaints department! I was on night shift... so got up at 5pm with a text to say will be delivered between 7-8pm. I left for work at 7.30pm and still no sign. Hubby called me and said it arrived at 20:15pm and 21 items are beyond use by date tomorrow and two are actually use by today!!!!!! Total cost £35!!! Oh and i got my £1 delivery refunded and a £5 gift card!!!!!! The driver apparently ran out of time!!! What a mess!!!! Any suggestions what i do with my £35 worth of food that needs eaten tomorrow?? Surely i should have been a priority to deliver on time today. Very disappointed Tesco :(;;;;;2016-09-30T21:36:49+0000;1475271409;2016-09-30 23:36:49;0;2;0;3;5;2;1;1;1;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199049916820804;https://www.facebook.com/112463368812803/posts/1199049916820804;I would like to thank ben at tesco extra in bedworth for changing my tyer tonight. Its not in his job title but he still took the time to come and help two usless girls in our hour of need! Thankyou soo much ben you were a massive help on this cold wet night!;;;;;2016-09-30T20:57:10+0000;1475269030;2016-09-30 22:57:10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199047450154384;https://www.facebook.com/112463368812803/posts/1199047450154384;A big thank you to Abi at Tesco s Royston  Herts.  After watching my 3 year old try to escape the trolley she asked for his help with scanning my shopping to keep him occupied.  Also  thank you to the lady who bought the chocolates round.  I didn t catch your name but it let me get the last couple of aisles sorted before check out!  Great customer service.;;;;;2016-09-30T20:53:55+0000;1475268835;2016-09-30 22:53:55;3;3;3;0;6;3;1;2;1;0;3;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199043453488117;https://www.facebook.com/112463368812803/posts/1199043453488117;Just came home from a late night shop. Staff were clearing out bread from bakery into pink coloured bags  can t remembered extract wording on them but basically stating not suitable for consumption??  Why is it that bread baked this morning  lunchtime or whenever today not suitable to be eaten tonight or tomorrow.  Am shocked. Someone going to bed tonight with an empty stomach will happily eat that tomorrow. I know I would cos I do. Why is it acceptable to only donate food that has long life. I am sure a shelter or another organisation that helps those in need wouldn t mind them  for sandwiches or breakfast tomorrow of dunk in a soup?Absolute waste. Am quite disgusted.;;;;;2016-09-30T20:46:25+0000;1475268385;2016-09-30 22:46:25;0;10;0;0;10;10;3;7;5;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199041720154957;https://www.facebook.com/112463368812803/posts/1199041720154957;Can you clarify if the double the difference refund is ongoing and if it applies to tesco.com grocery orders please!;;;;;2016-09-30T20:42:26+0000;1475268146;2016-09-30 22:42:26;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199036286822167;https://www.facebook.com/112463368812803/posts/1199036286822167;I m absolutely fuming ! Tesco direct are so unhelpful ! I ordered a ps4 500 gb after frantically trying to get one for an upcoming birthday and managed to pay for one online via the amazing deal.Too good to be true I asked myself. Maybe the gods were on my side! I paid online   had an order number and was collecting tomorrow . Then out of the blue this evening I receive an email saying item cancelled ??? In a panic I rang them . 19 minutes of my life I will never get back!!! 3 different   customer services managers later  each telling me to hold the line to be connected to a different dept   .(who is in charge of the managers that s what I want to know????? ) I get through to a rather unhelpful man . It s down to the website not updating stock . Then he blamed the suppliers. Then it was the website again. Really I replied most websites have a stock ordering system that states not in stock when it reaches zero. His reply was .well you would think so wouldn t you but the site is rubbish !!! I asked to go on the reserve list to which he replied they don t have one. Funny that as that is one of there options.... Then he said there s nothing more he could do ...  No help what so ever. I would like to know who is going to explain to the excited birthday boy that he s not getting his longed for gift ?????;;;;;2016-09-30T20:30:42+0000;1475267442;2016-09-30 22:30:42;1;3;1;0;4;3;2;1;1;0;1;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199030243489438;https://www.facebook.com/112463368812803/posts/1199030243489438;I came in store today to be greater by an aisle of Christmas things and could only find Halloween costumes when will Halloween be arriving?;;;;;2016-09-30T20:19:56+0000;1475266796;2016-09-30 22:19:56;0;4;0;0;4;4;1;3;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199024816823314;https://www.facebook.com/112463368812803/posts/1199024816823314;Very disappointed and hungry. Starting my weekend with empty fridge thanks to Tesco😠 My fridge and freezer items couldn t be delivered yesterday and were meant to be delivered today and refunded.  Today no delivery and no contact from Tesco and was just told on the phone that they have no record of such a situation.?! No duty manager available to resolve this for us and we now have to wait until tomorrow for investigation !? Think will be changing the retailer !!!!😠;;;;;2016-09-30T20:08:33+0000;1475266113;2016-09-30 22:08:33;0;5;0;0;5;5;1;4;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1199024506823345;https://www.facebook.com/112463368812803/posts/1199024506823345;So went into my local tesco store today with my fiancee to buy some cider I picked up the box of strongbow and a bottle of stiffys fruit salad cider I went to the self service check out and while scanning the items a member of staff approached me and asked me for id I handed my driving licence over to prove that I am 31 years old for the woman who was called Kathleen to then ask my 33 year old partner for id which she doesn t have with her to be told if she did not produce id I would not be served I said she isn t buying it I am it s my purchase I m paying for it so why should someone who has accompanied me to the shop provide id she replied  well ur not getting served  I said fine I ll drop her off and come back to be told she would tell everyone in store not to serve me I said fine I ll go else where she removed the strongbow from the checkout and then allowed me to purchase the bottle of stiffys cider how can a member of staff tell me I m not getting served alcohol allow me to continue with the transaction of a bottle of cider after her dictating that the law states about purchasing alcohol for under age people willingly or unwillingly break the law by allowing me to purchase alcohol after being refused service?  I spoke to a manager who wasn t helpful in anyway who also allowed me to then walk away with the cider after stating I will not be allowed to purchase alcohol   seriously tesco get a grip;;;;;2016-09-30T20:07:48+0000;1475266068;2016-09-30 22:07:48;2;32;3;1;36;32;13;19;20;0;2;0;1;0;0;0;0
status;post_user_112463368812803;112463368812803_1199019690157160;https://www.facebook.com/112463368812803/posts/1199019690157160;Hey Tesco  why is everyone getting free organic boxes but me?;;;;;2016-09-30T19:57:04+0000;1475265424;2016-09-30 21:57:04;0;2;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1198973030161826;https://www.facebook.com/112463368812803/posts/1198973030161826;Well  Tesco Sheerness surpasses itself once again.   Rude  ignorant staff!!!   Hardly any tills open  lots of queues  so I join a queue only to have the till supervisor walk in front of me  shut the gate telling the cashier that she is now closed and totally blank me! Would it have cost her anything to mention to me that the till was being closed  or to close it after me  or even acknowledge that I was there!!  On the plus side  the finger that I caught in my trolley when I jumped back as she shut the gate in front of me  doesn t appear to be broken.;;;;;2016-09-30T18:49:37+0000;1475261377;2016-09-30 20:49:37;0;9;0;0;9;9;6;3;2;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1198971643495298;https://www.facebook.com/112463368812803/posts/1198971643495298;Never in my life have I had such bad customer service than I m getting at the moment from you I promise never to step foot in any of your stores or petrol stations again !!!!😡😡😡😡;;;;;2016-09-30T18:46:53+0000;1475261213;2016-09-30 20:46:53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1198964410162688;https://www.facebook.com/112463368812803/posts/1198964410162688;I just went to tescos braintree as usual to buy cigarettes and found that they have altered the parking arrangements. It now appears that you can park free for 15minutes but if longer you must spend #5 on groceries  to be apply to park longer  as I sometimes go just for cigarettes it means that I must park walk to store  wait to be served and return to the car and exit within 15 minutes or there is a fine.  No thanks  I will buy them them elsewhere or pack up. Every little think helps;;;;;2016-09-30T18:31:20+0000;1475260280;2016-09-30 20:31:20;0;10;0;0;10;10;5;5;0;0;0;0;0;0;0;0;0
