0_0;90229869376_10155169088679377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi im a colleague at the hoddesdon branch I want to do my shopping online  an I use my staff discount when I reach the payment part please. Thank you in advance;2016-08-31T21:52:09+0000;10155169088679377_10155170451024377;pageowner;0;Yeah, however the discount will not be applied until the shopping is scanned the morning of delivery. Stephen;2016-09-01T06:39:26+0000;0
0_1;90229869376_10155169088679377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi im a colleague at the hoddesdon branch I want to do my shopping online  an I use my staff discount when I reach the payment part please. Thank you in advance;2016-08-31T21:52:09+0000;10155169088679377_10155170550879377;ece5c35c1d60eeeaa1880988dbadd1acb458745e;0;Hi Charlotte you need to register your discount card for online use first. You can do this on Our Sainsburys or by ringing HRS Direct;2016-09-01T07:28:18+0000;0
3_0;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155169007989377;0223155c28981a55faf60be3d380417420473844;1;I will!;2016-08-31T21:33:18+0000;1
3_1;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155170723939377;pageowner;1;Hi there Rhiannon. That's so nice to hear. We love to get this type of feedback about our colleagues, and I'm sure they appreciate it as well. So I can pass this on to the right store, could you provide me with the name of the colleague, or a description please? Megan.;2016-09-01T08:52:41+0000;0
3_2;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155170760169377;0223155c28981a55faf60be3d380417420473844;1;Hello! It was your Badshot Lea store in Farnham, Surrey. His name was Michael, 30-40 (I think?!) and fair hair. Working at 9pm last night.;2016-09-01T09:09:48+0000;0
3_3;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155171084944377;pageowner;1;Thanks, just so I can pass the feedback to the correct store, can you confirm it was the Water Lane store? Faiza.;2016-09-01T11:11:05+0000;0
3_4;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155171389599377;0223155c28981a55faf60be3d380417420473844;1;Yes the water lane store I believe.;2016-09-01T12:56:46+0000;0
3_5;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155171526929377;pageowner;1;Great, I've had this fed back to the store manager to have a look at. Thanks for getting in touch about this! Debs;2016-09-01T13:55:17+0000;0
3_6;90229869376_10155168815879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Having visited one of your stores tonight I wanted to write and let you know what happened. I was riding my motorbike home and halfway through the ride realised that my rear lights had failed. It was getting dark and I was worried about not being seen. I decided to stop at your Badshot Lea store in the hope of finding a cycle light or something as a temporary fix. I asked one of your assistants for some help and they could not have been more helpful. He took time to help me look at a few options  none of which were any good sadly. This lovely gentleman then told me to wait and he would see what was upstairs. He came back with his OWN cycle light for me to use. I made it home in one piece thanks to my kindly donated DIY tail light.   I was so grateful to that man and all his help. He is a credit to your business and you should be proud of your colleagues for going that extra mile.;2016-08-31T20:32:15+0000;10155168815879377_10155168970904377;96949c88fed5d36eb6da74b5c1839afc59d3efd4;0;There is a colleague recognition scheme. Make sure you let the store manager know. Hopefully you got the colleagues name. ☺☺☺;2016-08-31T21:21:43+0000;1
5_0;90229869376_10155168755474377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;which stores provide steamed hams? Or should I just use the recipe?;2016-08-31T20:07:38+0000;10155168755474377_10155170631914377;pageowner;0;I suppose you could just use the recipe. I notice you call them steamed hams despite the fact they are obviously grilled. #SteamedHam Megan.;2016-09-01T07:59:57+0000;1
5_1;90229869376_10155168755474377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;which stores provide steamed hams? Or should I just use the recipe?;2016-08-31T20:07:38+0000;10155168755474377_10155171493089377;7fec64425c5dffd08cd41dc606e430e165c7b1be;0;Thank you, a most cromulant response.;2016-09-01T13:42:28+0000;0
5_2;90229869376_10155168755474377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;which stores provide steamed hams? Or should I just use the recipe?;2016-08-31T20:07:38+0000;10155168755474377_10155172048664377;7fec64425c5dffd08cd41dc606e430e165c7b1be;1;best day ever;2016-09-01T16:56:17+0000;0
5_3;90229869376_10155168755474377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;which stores provide steamed hams? Or should I just use the recipe?;2016-08-31T20:07:38+0000;10155168755474377_10155171720154377;00a79328d19602232db3edd56b8600fcbd2b2763;0;I'm so happy for you.;2016-09-01T14:59:16+0000;1
5_4;90229869376_10155168755474377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;which stores provide steamed hams? Or should I just use the recipe?;2016-08-31T20:07:38+0000;10155168755474377_10155172414819377;24e750b35cd541f98ec54ecafd8f1519d3ad1522;0;Brilliant 👏;2016-09-01T18:40:13+0000;1
7_0;90229869376_10155168728319377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I would like to say a   BIG   Thank You  to the person who handed my brown hand bag in  at the Darlington Sainsbury s Superstore tonight. I did not know until I got home  that I had misplaced it. It was a blessing that it had been found and handed in. Thank you so much : );2016-08-31T20:01:14+0000;10155168728319377_10155168747379377;pageowner;0;Great news, well done them! Neil.;2016-08-31T20:04:21+0000;1
8_0;90229869376_10155168693879377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Your organic black seedless grapes taste like apples 🙃 I want a grape taste or I d have bought apples!;2016-08-31T19:48:42+0000;10155168693879377_10155168757284377;pageowner;0;Hmm, how odd. Can you send us a pic of the barcode please? Which store did you buy them from? Allie.;2016-08-31T20:08:28+0000;0
9_0;90229869376_10155168602134377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Had some nice vouchers through but why do u keep giving us vouchers for in store only with our food deliveries? We find it easier online at the mo with a baby.;2016-08-31T19:25:42+0000;10155168602134377_10155168615784377;pageowner;0;Hi Steph, these vouchers are automated. Have you signed up to this website? http://tinyurl.com/pzoz4f9. Chris.;2016-08-31T19:29:00+0000;2
10_0;90229869376_10155168538469377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I had the most amazing peach that I bought from sainsburys.  It was full of flavour and juicy... It was just that delicious I thought you should know.  Thanks!;2016-08-31T19:03:45+0000;10155168538469377_10155168754079377;pageowner;0;Well Natasha you've made me very jealous! Sounds delicious. Have you ever tried flat peaches? I'd highly recommend them! Allie.;2016-08-31T20:06:53+0000;1
12_0;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168704644377;464bd3ab80b2330788f5355cef3e375c54e2e05a;0;You sure you've got that right?;2016-08-31T19:51:49+0000;0
12_1;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168776234377;pageowner;0;Sorry Martin, can you PM a screenshot of the coupon you tried to use please? Steven;2016-08-31T20:14:46+0000;0
12_2;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168853979377;464bd3ab80b2330788f5355cef3e375c54e2e05a;1;Not valid on a few things;2016-08-31T20:49:36+0000;0
12_3;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155170727324377;pageowner;1;I understand, it does seem quite long winded. We'll make sure your comments are taken into consideration with the next review. Can you PM your Nectar card number and I'll pop on some points for the inconvenience? Megan.;2016-09-01T08:55:48+0000;0
12_4;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155172084114377;1fe09fc15d0129586d122598b8a02d9b35e17aa2;1;Another thing, why no contactless at Tollgate. The whole world is on Apple Pay apart from you guys?;2016-09-01T17:09:16+0000;0
12_5;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155172183514377;pageowner;1;Hello, I'm afraid we haven't found those details on our system. If you PM us your address, I'll send you a gift card instead. You may want to delete your previous post as it contains your personal Nectar card number. Also, in regards to contactless, we're looking to trial this in selected stores towards the end of the year. Thanks, Allie.;2016-09-01T17:33:02+0000;0
12_6;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155172458679377;1fe09fc15d0129586d122598b8a02d9b35e17aa2;1;Just sent the PM, Thank you;2016-09-01T18:59:40+0000;0
12_7;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155172866879377;pageowner;1;Thanks Martin, I have now sent a £10 gift card to you. Should arrive within 3-5 working days. Monica;2016-09-01T21:13:59+0000;0
12_8;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155173022819377;1fe09fc15d0129586d122598b8a02d9b35e17aa2;1;Thank you;2016-09-01T21:58:04+0000;0
12_9;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168817489377;1fe09fc15d0129586d122598b8a02d9b35e17aa2;0;I'm afraid in my disgust I binned it as it was worthless. I have one that gives you £2 off your bill when you  spend £20 or more, bet there is a catch with that one too.;2016-08-31T20:33:26+0000;0
12_10;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168902114377;1a45b150a0339c71af190ce8a91c299a17bd6616;0;Exactly that. They make it like a great deal so you spend the cash in their shop but so stupidly hard to actually save money you give up.. just go to tescos. The fuels cheaper in the long run...;2016-08-31T21:02:04+0000;0
12_11;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168916109377;d350b98584d637af0f1172cb49e30034b265531c;0;Not saving trees then!;2016-08-31T21:06:43+0000;0
12_12;90229869376_10155168387364377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Sainsburys coupons I received to get 6p off a litre of fuel. When I went to use it apparently u have to spend £20 in store  then take voucher and receipt to customer services   who give u another voucher which u can then use to get the 6p discount.  Is it me or does this seem a real long way of doing things. Sainsburys sort it out please........;2016-08-31T18:24:39+0000;10155168387364377_10155168980944377;96949c88fed5d36eb6da74b5c1839afc59d3efd4;0;You just scan the voucher when paying for you groceries like for extra points and this generates a coupon to use in the petrol station. You don't need to visit customer services unless you forget to scan the announcement coupon. ☺;2016-08-31T21:26:20+0000;2
