status;post_user_112463368812803;112463368812803_1228260713899724;https://www.facebook.com/112463368812803/posts/1228260713899724;Really disappointed finally got the go ahead that we could get tesco direct sent to BFPO and to make an order of over £500 to get to the checkout to find out I could only order about 25 % of my order as the companies that supply to tesco won t deliver to BFPO! I am willing to name and shame these companies but I feel more disappointed that we were so excited that tesco had finally sorted it to deliver to BFPO when it is false advertising because most of your products are delivered direct from other companies who won t deliver to us!;;;;;2016-10-31T23:27:07+0000;1477956427;2016-11-01 00:27:07;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228246400567822;https://www.facebook.com/112463368812803/posts/1228246400567822;Shame on Tesco  cut my coupon out to get my free firework when spending £30 on fireworks. Walk to store excitedly........oh no we aren t allowed to give you that offer due to safety queries!!! Really then you won t be getting my custom for fireworks. Bye;;;;;2016-10-31T23:01:56+0000;1477954916;2016-11-01 00:01:56;1;1;1;0;2;1;1;0;0;0;1;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228223813903414;https://www.facebook.com/112463368812803/posts/1228223813903414;Tesco I m very disappointed that you send me a 7 pound voucher to spend on a 50 pound shop   yet the date is until the 30th October and it came in the post today  today is the 31st Oct  oh well!;;;;;2016-10-31T22:27:25+0000;1477952845;2016-10-31 23:27:25;0;2;0;0;2;2;2;0;1;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228223500570112;https://www.facebook.com/112463368812803/posts/1228223500570112;Can someone please explain to me what a  chow chow  is on the vegetable button of your self scan machines  where  bananas  used to be. So friggin annoying.;;;;;2016-10-31T22:26:49+0000;1477952809;2016-10-31 23:26:49;0;2;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228219823903813;https://www.facebook.com/112463368812803/posts/1228219823903813;Absolutly disgusted to have been overtaken in a 30 limit by one of your home delivery vans when i was doing the limit!;;;;;2016-10-31T22:19:10+0000;1477952350;2016-10-31 23:19:10;0;4;0;1;5;4;1;3;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228218063903989;https://www.facebook.com/112463368812803/posts/1228218063903989;Can you confirm when the Widnes store will cease 24hr opening?;;;;;2016-10-31T22:16:24+0000;1477952184;2016-10-31 23:16:24;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228216410570821;https://www.facebook.com/112463368812803/posts/1228216410570821;As if tesco dudley have the Christmas tree up already.  I mean Halloween wasn t even over. Talk about shoving it down your neck.;;;;;2016-10-31T22:12:29+0000;1477951949;2016-10-31 23:12:29;0;1;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228210383904757;https://www.facebook.com/112463368812803/posts/1228210383904757;A message for Tesco Bideford......Tesco!!! Where are the  free from dairy  chocolate muffins and brownies??? You can t do this to me Tesco! I thought we had a deal? Am I gonna have to go to asda? 😭 I neeeeed my dairy free chocolate fix. Seriously  Asda s free from millionaires bites are really good but I don t wanna have to cheat on you Tesco. Can you please just restock them.  Many thanks  namaste Xx 😘;;;;;2016-10-31T21:58:40+0000;1477951120;2016-10-31 22:58:40;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228187850573677;https://www.facebook.com/112463368812803/posts/1228187850573677;I d just like to say a massive thank you to Steve Hill and the staff at brading Road  Ryde Tesco on the IOW for being so helpful this evening. I work at a local primary school and asked what happened to the Halloween bunting and the very large cardboard spooky house after Halloween  as the possibilities for enhancing learning at school were endless and they couldn t have done more to help after saying I could take it! The team dismantled it for me  helped me carry it to my car and were genuinely interested in what I would do with it and were pleased for it to go to a good home! Great customer service and such a willingness to help when I m sure it would have been much easier for them to just bin it!  Thank you so much :)  From a very happy Reception teacher & no doubt some very excited children in the morning!;;;;;2016-10-31T21:22:42+0000;1477948962;2016-10-31 22:22:42;69;14;73;2;89;14;7;7;14;0;69;4;0;0;0;0;0
status;post_user_112463368812803;112463368812803_1228182237240905;https://www.facebook.com/112463368812803/posts/1228182237240905;Why... ? Why... ? Why... ? The Tesco Rich Tea Finger packets...  Some packets of these biscuits are cooked nice and some packets tastes and also look uncooked?  Real disappointment.;;;;;2016-10-31T21:10:10+0000;1477948210;2016-10-31 22:10:10;0;6;0;0;6;6;2;4;0;0;0;0;0;0;0;0;0
