0_0;90229869376_10155497577844377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Went to check out my order with 3 minutes left and was timed out while looking at the  before you go  offers.  Not so much of a bargain then since all the delivery slots for tomorrow were then filled.  Guess I ll be headed to Waitrose then :(;2016-11-30T23:03:47+0000;10155497577844377_10155499355569377;7c62f7c52643e10e721b8172bfe08c2ae9ac059a;1;That would be appreciated, thanks!;2016-12-01T11:18:45+0000;0
0_1;90229869376_10155497577844377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Went to check out my order with 3 minutes left and was timed out while looking at the  before you go  offers.  Not so much of a bargain then since all the delivery slots for tomorrow were then filled.  Guess I ll be headed to Waitrose then :(;2016-11-30T23:03:47+0000;10155497577844377_10155498997969377;pageowner;0;That's not ideal, sorry about this Jennifer! If you can PM us your email address, full name on the account, contact number and postcode. I'd be happy to arrange an evoucher as a way of apology to put towards your next shop on us? Faiza.;2016-12-01T08:56:03+0000;0
1_0;90229869376_10155497541344377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Further to my query yesterday about my 4K smart tv screen going  I am pleased to say we successfully swapped it for a new one today at the Gloucester Quays store. What I would like to add is we were grateful to Callum who was the person serving us. we were in the store for an hour and forty five minutes trying to locate stock there or another if they didn t have it. I have to say Callum did everything possible  nothing was too much trouble for him to deal with our faulty tv. He was polite and was trying his best to resolve the issue there and then aswell as doing other jobs on the customer service desk. He made what could have been a stressful situation into one that really wasn t. I really hope he gets recognised for his great customer service we can t fault him. Please pass on our thanks;2016-11-30T22:46:25+0000;10155497541344377_10155498994844377;pageowner;0;Hey! Aww fabulous it's always good to know our colleagues are going the extra mile for our customers. Can I ask was this at the Customer Services or Electrical department? I will get this passed on. It's good you found a replacement. Kelly.;2016-12-01T08:54:05+0000;0
2_0;90229869376_10155497507264377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Dear Sainsbury s  why are you still stocking John West Tuna when you know their fishing practices are destructive  is it because you only care about profit?;2016-11-30T22:34:53+0000;10155497507264377_10155497556929377;9d89ef8609a5a45da88c45094441e71b4784fd4b;0;Yawn!;2016-11-30T22:54:24+0000;4
5_0;90229869376_10155497351469377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Why can I not order a red pepper on Sainsburys online shopping?;2016-11-30T21:26:59+0000;10155497351469377_10155498909544377;pageowner;0;Hi there, were you able to order the red pepper in the end? If not, can you DM me a previous order number, contact number and your address and I'll have a look into this for you? Gabby.;2016-12-01T07:58:21+0000;0
6_0;90229869376_10155497275939377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi could you let me know if you ll be ready stocking your school uniform online? My daughter has nearly grown out her current uniform however almost everything is sold out online and no longer in stores?;2016-11-30T20:56:47+0000;10155497275939377_10155498908074377;pageowner;0;Hi Rachael, we have some items of school clothing on our website here: http://bit.ly/2gBiODn. Is there something in particular you're looking for? Faiza.;2016-12-01T07:57:31+0000;0
9_0;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155497462999377;pageowner;0;Sorry about that! Did you notice if there was a space for them on the shelves? Debs;2016-11-30T22:13:41+0000;0
9_1;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155499074429377;pageowner;1;Hi there, I have looked into this for you and can see that we do have the mango in stock. There is another delivery due on Saturday at the store for this item too! Hope this helps, Gabby.;2016-12-01T09:24:44+0000;1
9_2;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155507012224377;69568ae231385a497eaff478d11d7d094068f89f;1;Still nothing;2016-12-03T11:26:05+0000;0
9_3;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155507012754377;69568ae231385a497eaff478d11d7d094068f89f;1;;2016-12-03T11:26:22+0000;0
9_4;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155507036649377;pageowner;1;Oh no, that's not good! I have contacted the store and spoke to one of the managers. They have let me know they are due a large delivery today however it hasn't arrived yet. Hope you get your mango later! Take care, Gabby;2016-12-03T11:38:05+0000;0
9_5;90229869376_10155497120784377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Hi Has your Finchley Road o2 branch stopped selling  by Sainsbury s dried mango ? You used to sell 4 varieties: Individual 35g packets Multi box of 5 x 35g packets Larger packet Even larger packet   And now you ve stopped selling them all completely! Please don t point me in the direction of the posh  taste the difference  variety as it s too expensive.  I did try and ask about the stock in store but I just received the usual  rabbit in the headlights  stare... 👀;2016-11-30T19:42:34+0000;10155497120784377_10155498186734377;69568ae231385a497eaff478d11d7d094068f89f;0;No its all a mess;2016-12-01T02:53:48+0000;0
10_0;90229869376_10155497103569377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Worst customer service ever;2016-11-30T19:36:01+0000;10155497103569377_10155497359814377;3884ceed9e6d7102f6daeea3f631c8bee052cf68;0;Worst online service too rang and explained got fobbed off by both them and the manager of the Peterborough branch;2016-11-30T21:30:37+0000;0
13_0;90229869376_10155496975454377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;First visit to Sainsbury s Warlingham after re opening ...Impressed by the change but no one knew where anything was and no Gluten Free on the Made to Order Pizza section!? What s that all about!?;2016-11-30T19:03:07+0000;10155496975454377_10155497221149377;4a6f6fa3eccff454f3476ce11d85975cbe7e6f95;1;Agree and fair point .... Also think that to not provide a Wheat/Gluten free fresh option is about 5 years behind ....  Sainsbury's do a shelf option. It not a hot one!;2016-11-30T20:28:58+0000;0
13_1;90229869376_10155496975454377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;First visit to Sainsbury s Warlingham after re opening ...Impressed by the change but no one knew where anything was and no Gluten Free on the Made to Order Pizza section!? What s that all about!?;2016-11-30T19:03:07+0000;10155496975454377_10155497336134377;pageowner;1;Hi, Sorry that you had trouble finding your way around the store! I have logged some feedback for you so that he store are aware. Paul;2016-11-30T21:22:28+0000;1
13_2;90229869376_10155496975454377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;First visit to Sainsbury s Warlingham after re opening ...Impressed by the change but no one knew where anything was and no Gluten Free on the Made to Order Pizza section!? What s that all about!?;2016-11-30T19:03:07+0000;10155496975454377_10155497340509377;f64bdcc7aa4c7f7bbbcf87415f149d5b095a3b45;1;It's probably because it's not as easy as just providing the gluten free option.  Out local brewhouse was making gluten free beer but they couldn't say it was gluten free without an inspection which they'd have failed because there wasn't enough room to have completely separate equipment.;2016-11-30T21:23:55+0000;1
13_3;90229869376_10155496975454377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;First visit to Sainsbury s Warlingham after re opening ...Impressed by the change but no one knew where anything was and no Gluten Free on the Made to Order Pizza section!? What s that all about!?;2016-11-30T19:03:07+0000;10155496975454377_10155497357689377;4a6f6fa3eccff454f3476ce11d85975cbe7e6f95;1;Sainsbury's Thank you - looking good over there. Just surprised to not find Gluten Free Hot options, would imagine we aren't the only ones to ask. When most pizza places can offer it, we think you could too. Thanks very much;2016-11-30T21:29:26+0000;0
13_4;90229869376_10155496975454377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;First visit to Sainsbury s Warlingham after re opening ...Impressed by the change but no one knew where anything was and no Gluten Free on the Made to Order Pizza section!? What s that all about!?;2016-11-30T19:03:07+0000;10155496975454377_10155497201429377;464bd3ab80b2330788f5355cef3e375c54e2e05a;0;Those make your own sections are hard to keep allergens separate. Morrisons have recently introduced exclusively free from pizza/sandwich counters though;2016-11-30T20:20:50+0000;2
19_0;90229869376_10155496726219377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I m absolutely disgusted and annoyed that s the first and last time i shop with Sainsbury s!!!!!                                                                   I placed my first order the other day  I ordered my Grandson an Xbox one Lego Dimention s starter pack for £39.99  only for the order to arrive today and I ve been charge £49.99.                   Rang the customer services and told there is nothing they can do  it must of gone off promotion! Even though i was not aware it was on promotion! Even the screen they had in front of them with my order on said the item was £39.99! It must be a computer error error! Now i m going to have to return the item at my own expense would not recommend using Sainsbury s online to anyone!!!!;2016-11-30T17:54:52+0000;10155496726219377_10155496759134377;9a54ee00202420175259041bb0fa183dcbd3c625;0;;2016-11-30T18:06:37+0000;1
19_1;90229869376_10155496726219377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I m absolutely disgusted and annoyed that s the first and last time i shop with Sainsbury s!!!!!                                                                   I placed my first order the other day  I ordered my Grandson an Xbox one Lego Dimention s starter pack for £39.99  only for the order to arrive today and I ve been charge £49.99.                   Rang the customer services and told there is nothing they can do  it must of gone off promotion! Even though i was not aware it was on promotion! Even the screen they had in front of them with my order on said the item was £39.99! It must be a computer error error! Now i m going to have to return the item at my own expense would not recommend using Sainsbury s online to anyone!!!!;2016-11-30T17:54:52+0000;10155496726219377_10155497105819377;pageowner;0;Hi Glenys, sorry about this! Can you please PM me you order number along with full address, telephone number and email address and I will take a look at this for you. Paul;2016-11-30T19:37:20+0000;0
19_2;90229869376_10155496726219377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;I m absolutely disgusted and annoyed that s the first and last time i shop with Sainsbury s!!!!!                                                                   I placed my first order the other day  I ordered my Grandson an Xbox one Lego Dimention s starter pack for £39.99  only for the order to arrive today and I ve been charge £49.99.                   Rang the customer services and told there is nothing they can do  it must of gone off promotion! Even though i was not aware it was on promotion! Even the screen they had in front of them with my order on said the item was £39.99! It must be a computer error error! Now i m going to have to return the item at my own expense would not recommend using Sainsbury s online to anyone!!!!;2016-11-30T17:54:52+0000;10155496726219377_10155497183269377;eb64e842a4d42712f657e1152491b06ddb7d4bc1;0;My PM x;2016-11-30T20:14:20+0000;0
24_0;90229869376_10155496653354377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;Can anyone please help.;2016-11-30T17:24:27+0000;10155496653354377_10155496724149377;pageowner;0;Hi there! You can add your evoucher by clicking 'Add Voucher' as you checkout your order. After this, the evoucher amount should be deducted from your total. Dee;2016-11-30T17:53:41+0000;0
27_0;90229869376_10155496625639377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;THANK YOU @Sainsbury s  you ve just lost a customer for the foreseeable future! Having ordered a Lego advent calendar online and that would be available for pick up today. I am now being told you are out of stock. Absolutely useless. I now have one very upset little boy and no way of picking one up in time for tomorrow. Utterly useless  waste of time. Happy holidays!;2016-11-30T17:15:32+0000;10155496625639377_10155496758884377;f188849a94244274af5f540569f9545759864133;1;I understand its popularity, that was the reason I had secured, or so I thought, one by ordering online. There, however, was no indication when placing my order that it would not be fulfilled. It should not be marked as 'available' on the online store, if there is any doubt that the product cannot reach the customer. As a result I will not be returning to your store. Your apology means nothing frankly, but I appreciate your response.;2016-11-30T18:06:32+0000;0
27_1;90229869376_10155496625639377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;THANK YOU @Sainsbury s  you ve just lost a customer for the foreseeable future! Having ordered a Lego advent calendar online and that would be available for pick up today. I am now being told you are out of stock. Absolutely useless. I now have one very upset little boy and no way of picking one up in time for tomorrow. Utterly useless  waste of time. Happy holidays!;2016-11-30T17:15:32+0000;10155496625639377_10155496773679377;pageowner;1;I'm very very sorry Allen, can I check another store for you at all? Maryclare;2016-11-30T18:10:33+0000;0
27_2;90229869376_10155496625639377;69c6dfbd00861b4ce3f3e528f2dcb9fd0018f36d;THANK YOU @Sainsbury s  you ve just lost a customer for the foreseeable future! Having ordered a Lego advent calendar online and that would be available for pick up today. I am now being told you are out of stock. Absolutely useless. I now have one very upset little boy and no way of picking one up in time for tomorrow. Utterly useless  waste of time. Happy holidays!;2016-11-30T17:15:32+0000;10155496625639377_10155496776484377;f188849a94244274af5f540569f9545759864133;1;No thank you.;2016-11-30T18:11:40+0000;0
