status;post_user_90229869376;90229869376_10155065372384377;https://www.facebook.com/90229869376/posts/10155065372384377;Pleasant surprise: I nipped into Sainsbury s for some bits n pcs  walking with my stick. As I often do I mis-judged my need for a trolley + took a basket. When I got to check-outs I joined a Q with a check-out operator (brain fog + auto check-out is not a good combo!) I must ve looked weary as check-out supervisor sugg d she take me to customer service desk to get my few things checked out. Thank you Sainsbury s 8-);;;;;2016-07-31T21:48:33+0000;1470001713;2016-07-31 23:48:33;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064805499377;https://www.facebook.com/90229869376/posts/10155064805499377;Why has Sainsbury s stopped selling Velvet Comfort toilet tissue  a product which you have stocked for as long as I can remember and which always seemed to sell well? Having shopped exclusively at Sainsbury s for countless years I am now alternating with Morrisons to keep stocked up and you are missing out on £60 every third week.;;;;;2016-07-31T18:11:22+0000;1469988682;2016-07-31 20:11:22;1;4;1;0;5;3;1;2;0;0;1;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064781719377;https://www.facebook.com/90229869376/posts/10155064781719377;Sainsbury Bridgwater Pharmacy... really rude be warned!;;;;;2016-07-31T18:00:57+0000;1469988057;2016-07-31 20:00:57;0;4;0;0;4;4;3;1;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064613999377;https://www.facebook.com/90229869376/posts/10155064613999377;I was in our local sainsburys petrol station on the isle of wight this afternoon just before 5pm.  I was with my partner and children .  We had to witness a member of your staff who was driving one of the delivery vans swearing and arguing to another member of your staff ( who was very clam and didn t swear once ) . He also slammed the back door of the van and drive off erratically at speed. It seemed to be over being asked to take back some rubbish to the main store across the road . He didn t want to for what ever reason . I m very disappointed that my children had to witness this and feel it should be brought to your attention and maybe a word in his ear about self control in public especially when children are around .;;;;;2016-07-31T17:13:22+0000;1469985202;2016-07-31 19:13:22;0;5;0;0;5;5;2;3;2;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064398649377;https://www.facebook.com/90229869376/posts/10155064398649377;Why isn t there a link for the August crossword?;;;;;2016-07-31T15:59:17+0000;1469980757;2016-07-31 17:59:17;0;5;0;0;5;5;1;4;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064338989377;https://www.facebook.com/90229869376/posts/10155064338989377;Just had our first ever home delivery from you guys  as hubby has had an op so we can t get to local store. (Marsh Mills  Plymouth) Fab service  arrived on time- Jo the delivery driver was really friendly and chatty  for everything we wanted except for one item that wasn t in stock but not a huge issue. Will use the home delivery service again :);;;;;2016-07-31T15:39:09+0000;1469979549;2016-07-31 17:39:09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064080709377;https://www.facebook.com/90229869376/posts/10155064080709377;I can t seem to log in to our new website our sainsburys it keeps taking me to my Microsoft account can u help as a want to look up the benefits ssa thanks;;;;;2016-07-31T14:10:06+0000;1469974206;2016-07-31 16:10:06;0;16;0;0;16;16;13;3;2;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155064006304377;https://www.facebook.com/90229869376/posts/10155064006304377;Tried to bring back my damaged LCD TV that was on guarantee to Sainsbury Camden Road.. and I was totally rejected by the store manager and rude employees. They have no replacement TVs at all so instead told me that I had to carry my TV to another Sainsbury store that has some TVs  but this store was no where near the store I was in. So instead I phoned this store and was again rejected a replacement TV from the store manager there. Both stores completly violated my rights to a replacement product. When I bought the TV 6 months I was told that it will be under guarantee for one full year. I want to do an official complaint and ensure you that I will never be back. I want an urgent solution.  Please let me know how to forward this situation.;;;;;2016-07-31T13:49:30+0000;1469972970;2016-07-31 15:49:30;0;3;0;0;3;3;1;2;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155063946874377;https://www.facebook.com/90229869376/posts/10155063946874377;Basics lemonade 2 litre up in price by over 50% since last week. And basics cornflakes a similar rise a few weeks back.;;;;;2016-07-31T13:28:51+0000;1469971731;2016-07-31 15:28:51;0;2;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155063915344377;https://www.facebook.com/90229869376/posts/10155063915344377;Absolutely first class visit met service from Southend team today  especially Luke!  We re not allowed to tell you sour our top secret mission until next week but the response to our very unusual request was amazing...;;;;;2016-07-31T13:17:11+0000;1469971031;2016-07-31 15:17:11;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155063803614377;https://www.facebook.com/90229869376/posts/10155063803614377;what should I do about product recall on the yoghurts that may contain rubber even tho I have already given 1 to my grand-daughter;;;;;2016-07-31T12:29:55+0000;1469968195;2016-07-31 14:29:55;0;5;0;0;5;5;1;4;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155063627014377;https://www.facebook.com/90229869376/posts/10155063627014377;Do you stock the new McVitie s GLUTEN FREE Hob Nobs on the Isle of Wight? (Any store).;;;;;2016-07-31T11:05:54+0000;1469963154;2016-07-31 13:05:54;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
status;post_user_90229869376;90229869376_10155063563329377;https://www.facebook.com/90229869376/posts/10155063563329377;Just visited the Lincoln store to buy a quick sandwich and was really disappointed that there were no vegan options 😞;;;;;2016-07-31T10:26:19+0000;1469960779;2016-07-31 12:26:19;20;60;21;0;81;60;49;11;58;0;20;1;0;0;0;0;0
